Algorithm,Property Name,Clashing Algorithm, Possible Name Duplicates,usage
SetupEQSANSReductionv1,SensitivityBeamCenterMethod,SetupILLD33Reductionv1,BeamCenterMethod ,10888
CalculateEfficiencyv1,MaskedComponent,SetupHFIRReductionv1,MaskedFullComponent ,3
RefinePowderDiffProfileSeqv1,InputProjectFilename,FixGSASInstrumentFilev1,InputFilename ,0
ReflectometryReductionOnev2,WavelengthMax,EQSANSResolutionv1,MaxWavelength ,21
AlignAndFocusPowderv1,DMin,PredictPeaksv1,MinDSpacing ,1368
OSIRISDiffractionReductionv1,ContainerScaleFactor,ReflectometryReductionOneAutov1,ScaleFactor ,6
ILLIN16BCalibrationv1,PeakRange,IndirectILLReductionQENSv1,CalibrationPeakRange ,5
IndirectFlatPlateAbsorptionv1,SampleDensity,IndirectFlatPlateAbsorptionv2,SampleDensityType ,10
IndirectResolutionv1,ScaleFactor,SANSFitShiftScalev1,OutScaleFactor ,17
CheckForSampleLogsv1,LogNames,ExportSampleLogsToCSVFilev1,SampleLogNames ,43
SpecularReflectionPositionCorrectv1,DetectorComponentName,MoveInstrumentComponentv1,ComponentName ,2
EQSANSDirectBeamTransmissionv1,BeamRadius,SetupHFIRReductionv1,TransmissionBeamRadius ,5892
GetEiT0atSNSv1,IncidentEnergyGuess,DgsReductionv1,UseIncidentEnergyGuess ,31
FindDetectorsOutsideLimitsv1,RangeUpper,ChopDatav1,IntegrationRangeUpper ,2901
FilterByLogValuev1,LogName,CalculateCountRatev1,NormalizationLogName ,6633
RefRoiv1,XPixelMin,CalculateCountRatev1,XMin ,25236
SaveHKLv1,MaxWavelength,PredictPeaksv1,WavelengthMax ,77
MagnetismReflectometryReductionv1,LowResNormAxisPixelRange,LiquidsReflectometryReductionv1,LowResDataAxisPixelRange LowResNormAxisPixelRangeFlag ,84
IndirectCylinderAbsorptionv2,CanDensity,IndirectAnnulusAbsorptionv2,CanDensityType ,25
CalibrateRectangularDetectorsv1,MinimumPeakHeightObs,LeBailFitv1,MinimumPeakHeight ,7
CalibrateRectangularDetectorsv1,PeakWindowMax,PDCalibrationv1,PeakWindow ,7
IndirectFlatPlateAbsorptionv1,SampleDensity,MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity ,10
SofQWMomentsv1,EnergyMax,MolDynv1,MaxEnergy ,8
CalculateEfficiencyv1,MaskedFullComponent,SANSMaskv1,MaskedComponent ,3
SpecularReflectionPositionCorrectv2,SampleComponentName,CreateGroupingWorkspacev1,ComponentName ,19
CalculateTransmissionBeamSpreaderv1,MinWavelength,UnwrapMonitorsInTOFv1,WavelengthMin ,0
ReflectometryReductionOnev2,WavelengthMin,CalculateTransmissionBeamSpreaderv1,MinWavelength ,21
GetEiMonDetv2,DetectorEPPTable,CalMuonDetectorPhasesv1,DetectorTable ,2
IndirectAnnulusAbsorptionv2,CanDensity,IndirectFlatPlateAbsorptionv2,CanDensityType ,17
IndirectAnnulusAbsorptionv1,SampleDensity,SetSampleMaterialv1,SampleNumberDensity SampleMassDensity ,10
SANSBeamFinderv1,FoundBeamCenterX,SetupILLD33Reductionv1,BeamCenterX ,10
SumEventsByLogValuev1,LogName,ConvertSpiceDataToRealSpacev1,DurationLogName ,2
MaskDetectorsv1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,215615
FilterByLogValuev1,LogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,6633
AnnularRingAbsorptionv1,SampleNumberDensity,IndirectFlatPlateAbsorptionv2,SampleDensity ,10
IndirectCylinderAbsorptionv1,SampleDensityType,IndirectAnnulusAbsorptionv2,SampleDensity ,10
SetupEQSANSReductionv1,TransmissionValue,SetupILLD33Reductionv1,BckTransmissionValue ,10888
IndirectCylinderAbsorptionv2,CanScaleFactor,SANSSubtractv1,ScaleFactor ,25
FlatPlatePaalmanPingsCorrectionv1,CanChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,43
LRPrimaryFractionv1,ScalingFactor,SetupEQSANSReductionv1,AbsoluteScalingFactor ,3542
LoadCalFilev1,CalFilename,DgsReductionv1,DetCalFilename ,13
GenerateEventsFilterv1,MinimumLogValue,PlotAsymmetryByLogValuev1,LogValue ,667
MergeLogsv1,MergedLogName,SumEventsByLogValuev1,LogName ,2
SetupHFIRReductionv1,SampleDetectorDistanceOffset,EQSANSLoadv1,SampleDetectorDistance ,4666
CreateTransmissionWorkspacev2,WavelengthMin,TOFSANSResolutionv1,MinWavelength ,4
DgsReductionv1,GroupingFile,CreateCalFileByNamesv1,GroupingFileName ,44
SetupEQSANSReductionv1,BckTransmissionBeamCenterX,SetupHFIRReductionv1,TransmissionBeamCenterX ,10888
ReflectometryReductionOnev1,SampleComponentName,CatalogSearchv1,SampleName ,8
SpecularReflectionPositionCorrectv1,DetectorComponentName,SetInstrumentParameterv1,ComponentName ,2
SetupHFIRReductionv1,IQ2DNumberOfBins,SANSAzimuthalAverage1Dv1,NumberOfBins ,4666
SetupHFIRReductionv1,BckSpreaderTransmissionError,SetupILLD33Reductionv1,BckTransmissionError ,4666
SNSPowderReductionv1,GroupingFile,DgsRemapv1,OldGroupingFile ,757
MultipleScatteringCylinderAbsorptionv1,CylinderSampleRadius,IndirectCylinderAbsorptionv1,SampleRadius ,4
EQSANSAzimuthalAverage1Dv1,LogBinning,SetupILLD33Reductionv1,IQLogBinning ,10674
IndirectFlatPlateAbsorptionv1,SampleDensity,IndirectCylinderAbsorptionv2,SampleDensityType ,10
FilterEventsv1,RelativeTime,ChangeTimeZerov1,RelativeTimeOffset ,109
IndirectCylinderAbsorptionv2,CanScaleFactor,IndirectResolutionv1,ScaleFactor ,25
ReflectometryReductionOneAutov2,WavelengthMin,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,38
ReflectometryReductionOneAutov2,WavelengthMax,SNSPowderReductionv1,CropWavelengthMax ,38
IndirectCylinderAbsorptionv2,CanDensityType,CylinderPaalmanPingsCorrectionv2,CanDensity ,25
Maxv1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,304
FindPeaksv1,MinimumPeakHeightObs,GetDetOffsetsMultiPeaksv1,MinimumPeakHeight ,614
IndirectAnnulusAbsorptionv1,SampleDensity,CylinderPaalmanPingsCorrectionv2,SampleDensityType ,10
SANSBeamSpreaderTransmissionv1,SpreaderTransmissionValue,SetupHFIRReductionv1,TransmissionValue BckSpreaderTransmissionValue ,0
SaveAsciiv2,AppendToFile,SaveIsawPeaksv1,AppendFile ,36391
FindDetectorsParv1,ParFile,LoadVesuviov1,InstrumentParFile ,126
LoadIsawDetCalv1,TimeOffset,ChangeTimeZerov1,RelativeTimeOffset AbsoluteTimeOffset ,2077
EstimateMuonAsymmetryFromCountsv1,NormalizationConstant,CalculateMuonAsymmetryv1,PreviousNormalizationConstant ,2
ReflectometryReductionOnev1,ThetaOut,CalculateResolutionv1,TwoThetaOut ,8
PDToPDFgetNv1,CropWavelengthMax,ReflectometryReductionOneAutov1,WavelengthMax ,2
StartLiveDatav1,PostProcessingAlgorithm,LoadLiveDatav1,ProcessingAlgorithm ,284
SolidAnglev1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,1322
CylinderAbsorptionv1,CylinderSampleRadius,IndirectCylinderAbsorptionv1,SampleRadius ,289
SaveLauenormv1,MaxWavelength,UnwrapMonitorsInTOFv1,WavelengthMax ,35
EQSANSDirectBeamTransmissionv1,BeamCenterX,SetupHFIRReductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,5892
ReflectometryReductionOneAutov2,ThetaIn,SpecularReflectionPositionCorrectv1,TwoThetaIn ,38
CalculateCountRatev1,NormalizationLogName,GenerateEventsFilterv1,LogName ,2
MagnetismReflectometryReductionv1,AngleOffset,RefLReductionv1,AngleOffsetError ,84
IndirectCylinderAbsorptionv1,CanDensityType,IndirectTransmissionv1,DensityType ,10
ShiftLogTimev1,LogName,MergeLogsv1,MergedLogName ,1962
SetupEQSANSReductionv1,IQNumberOfBins,EQSANSAzimuthalAverage1Dv1,NumberOfBins ,10888
GenerateEventsFilterv1,StartTime,FilterEventsv1,FilterStartTime ,667
IndirectAnnulusAbsorptionv1,CanChemicalFormula,SetSampleMaterialv1,ChemicalFormula ,10
AverageLogDatav1,LogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,2
AbsorptionCorrectionv1,SampleNumberDensity,IndirectFlatPlateAbsorptionv2,SampleDensity ,6
PawleyFitv1,PeakProfileFunction,IntegratePeaksMDv2,ProfileFunction ,2
ExportTimeSeriesLogv1,StartTime,GetTimeSeriesLogInformationv1,FilterStartTime ,181
SaveNexusPDv1,NXentry,LoadEventNexusv1,NXentryName ,2
ConvertCWPDMDToSpectrav1,ScaleFactor,SANSStitchv1,OutScaleFactor ,2
ReflectometryReductionOnev2,WavelengthMin,AlignAndFocusPowderv1,CropWavelengthMin ,21
ReflectometryReductionOneAutov2,FirstTransmissionRun,PoldiLoadRunsv1,FirstRun ,38
IndirectCylinderAbsorptionv2,CanChemicalFormula,SetSampleMaterialv1,ChemicalFormula ,25
ReflectometryReductionOnev2,WavelengthMax,SaveHKLv1,MaxWavelength ,21
IndirectFlatPlateAbsorptionv1,SampleDensity,HRPDSlabCanAbsorptionv1,SampleNumberDensity ,10
ConvertSpiceDataToRealSpacev1,DurationLogName,AddLogDerivativev1,LogName ,6
PDToPDFgetNv1,CropWavelengthMin,CreateTransmissionWorkspacev1,WavelengthMin ,2
ReflectometryReductionOneAutov1,ScaleFactor,ApplyPaalmanPingsCorrectionv1,CanScaleFactor ,8
GetIPTSv1,RunNumber,ApplyNegMuCorrectionv1,FirstRunNumber LastRunNumber ,1799
IndirectCylinderAbsorptionv2,CanScaleFactor,ConvertCWPDMDToSpectrav1,ScaleFactor ,25
CalculateSampleTransmissionv1,WavelengthRange,BASISReductionv1,NormWavelengthRange ,7
ElasticWindowv1,BackgroundRangeStart,ISISIndirectEnergyTransferv1,BackgroundRange ,2
IndirectDiffScanv1,SampleEnvironmentLogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,1
LoadRawv3,LoadMonitors,LoadEventNexusv1,LoadEventMonitors LoadHistoMonitors ,13243
ReflectometryReductionOneAutov2,WavelengthMax,EQSANSTofStructurev1,WavelengthMaxFrame2 ,38
EQSANSQ2Dv1,NumberOfBins,ResampleXv1,NumberBins ,15308
ApplyTransmissionCorrectionv1,TransmissionValue,SANSSensitivityCorrectionv1,FloodTransmissionValue ,12031
CuboidGaugeVolumeAbsorptionv1,ScatteringXSection,HRPDSlabCanAbsorptionv1,SampleScatteringXSection ,2
IndirectFlatPlateAbsorptionv1,CanDensity,FlatPlatePaalmanPingsCorrectionv1,CanDensityType ,10
ComputeCalibrationCoefVanv1,EPPTable,GetEiMonDetv2,DetectorEPPTable MonitorEPPTable ,18
SphericalAbsorptionv1,SampleNumberDensity,VesuvioCorrectionsv1,SampleDensity ,21
NormaliseToUnityv1,RangeLower,Integrationv1,RangeLowerList ,110
MergeMDFilesv1,OutputFilename,RefinePowderDiffProfileSeqv1,OutputProjectFilename ,23
IndirectCylinderAbsorptionv1,CanScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,10
ReflectometryReductionOnev2,WavelengthMax,PDToGUDRUNv1,CropWavelengthMax ,21
LoadMuonNexusv2,DetectorGroupingTable,CalMuonDetectorPhasesv1,DetectorTable ,2893
CalculateSampleTransmissionv1,ChemicalFormula,IndirectCylinderAbsorptionv1,SampleChemicalFormula CanChemicalFormula ,7
CylinderPaalmanPingsCorrectionv2,SampleChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,9
IndirectAnnulusAbsorptionv1,CanDensityType,IndirectCylinderAbsorptionv1,CanDensity ,10
StartLiveDatav1,StartTime,FilterEventsv1,FilterStartTime ,284
QueryRemoteJobv2,JobID,SCARFTomoReconstructionv1,DownloadJobID CancelJobID ,0
IndirectAnnulusAbsorptionv1,CanChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,10
CylinderAbsorptionv1,CylinderSampleHeight,IndirectAnnulusAbsorptionv2,SampleHeight ,289
TOSCABankCorrectionv1,PeakPosition,ConvertEmptyToTofv1,ElasticPeakPosition ,7
FlatPlateAbsorptionv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,8
BASISReductionv1,NormRunNumbers,LiquidsReflectometryReductionv1,RunNumbers ,464
SANSSensitivityCorrectionv1,UseSampleDC,SetupILLD33Reductionv1,TransmissionUseSampleDC ,6
SaveNexusv1,WorkspaceIndexMin,ScaleXv1,IndexMin ,20658
RemoveLowResTOFv1,MinWavelength,CreateTransmissionWorkspacev1,WavelengthMin ,22
LRPrimaryFractionv1,ScalingFactor,RefLReductionv1,ScalingFactorFile ,3542
UserFunction1Dv1,EndX,MSDFitv1,XEnd ,38
SetupEQSANSReductionv1,BckTransmissionBeamCenterFile,SetupILLD33Reductionv1,TransmissionBeamCenterFile ,10888
AlignAndFocusPowderv1,CropWavelengthMin,PredictPeaksv1,WavelengthMin ,1368
LoadEventAndCompressv1,CompressTOFTolerance,AlignAndFocusPowderFromFilesv1,CompressTolerance ,50
IntegratePeaksHybridv1,NumberOfBins,ResampleXv1,NumberBins ,3
CalculateSampleTransmissionv1,DensityType,FlatPlatePaalmanPingsCorrectionv1,SampleDensityType CanDensityType ,7
DgsReductionv1,SampleInputFile,AngularAutoCorrelationsSingleAxisv1,InputFile ,44
SaveGSASInstrumentFilev1,OutputFileName,SaveMaskv1,OutputFile ,2
PoldiAnalyseResidualsv1,FittedCountData,CalMuonDeadTimev1,DataFitted ,2
SNSPowderReductionv1,CropWavelengthMax,TOFSANSResolutionv1,MaxWavelength ,757
IndirectFlatPlateAbsorptionv2,CanScaleFactor,SANSFitShiftScalev1,ScaleFactor ,13
SCARFTomoReconstructionv1,CancelJobID,QueryAllRemoteJobsv2,JobID ,0
IndirectAnnulusAbsorptionv1,SampleDensityType,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,10
SetupEQSANSReductionv1,IQ2DNumberOfBins,EQSANSAzimuthalAverage1Dv1,NumberOfBins ,10888
AlignAndFocusPowderv1,CropWavelengthMax,SaveHKLv1,MaxWavelength ,1368
LiquidsReflectometryReductionv1,QMin,ConvertToMDv1,AbsMinQ ,400
DetectorDiagnosticv1,RangeLower,Integrationv1,RangeLowerList ,20
MultipleScatteringCylinderAbsorptionv1,ScatteringXSection,HRPDSlabCanAbsorptionv1,SampleScatteringXSection ,4
IndirectCylinderAbsorptionv2,SampleDensity,SetSampleMaterialv1,SampleNumberDensity SampleMassDensity ,25
FindSXPeaksv1,RangeLower,Integrationv1,RangeLowerList ,2
AlignAndFocusPowderv1,CropWavelengthMax,CreateTransmissionWorkspacev1,WavelengthMax ,1368
SANSBeamSpreaderTransmissionv1,ThetaDependent,SetupILLD33Reductionv1,ThetaDependentTransmission ,0
SCARFTomoReconstructionv1,DownloadJobID,QueryAllRemoteJobsv2,JobID ,0
IndirectAnnulusAbsorptionv2,CanDensityType,IndirectTransmissionv1,DensityType ,17
SANSDirectBeamTransmissionv1,SampleDataFilename,LoadDetectorInfov1,DataFilename ,5707
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,SANSFitShiftScalev1,ScaleFactor ,1
FilterByTimev1,AbsoluteStartTime,LoadLiveDatav1,StartTime ,828
PDToGUDRUNv1,CropWavelengthMax,ReflectometryReductionOneAutov1,WavelengthMax ,1
RefReductionv1,TOFMax,FitPowderDiffPeaksv1,MaxTOF ,6
SetupEQSANSReductionv1,TransmissionBeamCenterFile,SetupILLD33Reductionv1,BeamCenterFile BckTransmissionBeamCenterFile ,10888
ExportTimeSeriesLogv1,StopTime,GetTimeSeriesLogInformationv1,FilterStopTime ,181
ISISIndirectDiffractionReductionv1,CalFile,AlignAndFocusPowderv1,CalFileName ,1
FlatPlatePaalmanPingsCorrectionv1,SampleDensity,AbsorptionCorrectionv1,SampleNumberDensity ,43
LoadEventAndCompressv1,FilterByTimeStart,GetTimeSeriesLogInformationv1,FilterStartTime ,50
StartLiveDatav1,ProcessingProperties,LoadLiveDatav1,PostProcessingProperties ,284
StartLiveDatav1,ProcessingScriptFilename,LoadLiveDatav1,ProcessingScript PostProcessingScriptFilename ,284
DPDFreductionv1,RunNumbers,BASISReduction311v1,NormRunNumbers ,22
PDToGUDRUNv1,CropWavelengthMin,CreateTransmissionWorkspacev1,WavelengthMin ,1
SetupHFIRReductionv1,IQLogBinning,ResampleXv1,LogBinning ,4666
AnnularRingAbsorptionv1,SampleNumberDensity,IndirectAnnulusAbsorptionv1,SampleDensity ,10
CylinderAbsorptionv1,CylinderSampleHeight,FlatPlateAbsorptionv1,SampleHeight ,289
SaveLauenormv1,MinWavelength,CreateTransmissionWorkspacev1,WavelengthMin ,35
MergeRunsv1,SampleLogsList,CompareSampleLogsv1,SampleLogs ,108
CalculateTransmissionBeamSpreaderv1,MaxWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMax ,0
CreateLogPropertyTablev1,LogPropertyNames,CheckForSampleLogsv1,LogNames ,22
PlotAsymmetryByLogValuev1,FirstRun,CreateTransmissionWorkspacev1,FirstTransmissionRun ,10
SANSAbsoluteScalev1,ScalingFactor,LiquidsReflectometryReductionv1,ScalingFactorFile ,15223
SANSDirectBeamTransmissionv1,SampleDataFilename,SANSWideAngleCorrectionv1,SampleData ,5707
FindCenterOfMassPositionv2,CenterX,EQSANSLoadv1,BeamCenterX ,2
SNSPowderReductionv1,OutputFilePrefix,Squaresv1,OutputFile ,757
SaveFullprofResolutionv1,ProfileFunction,PoldiFitPeaks2Dv1,PeakProfileFunction ,2
SetupHFIRReductionv1,TransmissionBeamCenterY,EQSANSLoadv1,BeamCenterY ,4666
FindDetectorsOutsideLimitsv1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,2901
PoldiFitPeaks1Dv2,PeakFunction,FitPeakv1,PeakFunctionType ,2
FindDetectorsOutsideLimitsv1,RangeUpper,Integrationv1,RangeUpperList ,2901
IndirectAnnulusAbsorptionv2,CanScaleFactor,IndirectCalibrationv1,ScaleFactor ,17
ReflectometryReductionOnev1,SampleComponentName,MoveInstrumentComponentv1,ComponentName ,8
FindDetectorsInShapev1,DetectorList,SetupILLD33Reductionv1,MaskedDetectorList ,4
SNAPReducev1,DetCalFilename,CreateDummyCalFilev1,CalFilename ,753
ReflectometryReductionOnev1,WavelengthMax,TOFSANSResolutionv1,MaxWavelength ,8
SetupHFIRReductionv1,BckSpreaderTransmissionValue,SetupILLD33Reductionv1,BckTransmissionValue ,4666
CylinderPaalmanPingsCorrectionv2,CanDensityType,FlatPlatePaalmanPingsCorrectionv1,CanDensity ,9
RefLReductionv1,SubtractSignalBackground,FindSXPeaksv1,SignalBackground ,14
SANSBeamFinderv1,BeamCenterX,SetupILLD33Reductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,10
SaveMDv1,UpdateFileBackEnd,ConvertToMDv1,FileBackEnd ,2
IndirectCylinderAbsorptionv2,CanScaleFactor,ReflectometryReductionOneAutov1,ScaleFactor ,25
FindCenterOfMassPositionv2,CenterY,HFIRLoadv1,BeamCenterY ,2
BASISReductionv1,GroupDetectors,CreateGroupingWorkspacev1,GroupDetectorsBy ,464
CuboidGaugeVolumeAbsorptionv1,SampleNumberDensity,VesuvioCalculateMSv1,SampleDensity ,2
SetupHFIRReductionv1,IQBinning,SetupILLD33Reductionv1,IQLogBinning ,4666
ElasticWindowv1,BackgroundRangeStart,TimeSlicev1,BackgroundRange ,2
RefRoiv1,XPixelMin,SumRowColumnv1,XMin ,25236
DgsReductionv1,SampleInputFile,VelocityAutoCorrelationsv1,InputFile ,44
SetupHFIRReductionv1,MaskedComponent,SANSMaskv1,MaskedFullComponent ,4666
CalculateTransmissionBeamSpreaderv1,MinWavelength,PDToGUDRUNv1,CropWavelengthMin ,0
CreateTransmissionWorkspaceAutov1,WavelengthMin,CalculateTransmissionBeamSpreaderv1,MinWavelength ,124
SNSPowderReductionv1,OutputFilePrefix,SaveDetectorsGroupingv1,OutputFile ,757
SANSSensitivityCorrectionv1,FloodTransmissionError,SetupHFIRReductionv1,TransmissionError ,6
MagnetismReflectometryReductionv1,LowResDataAxisPixelRange,RefLReductionv1,LowResDataAxisPixelRangeFlag LowResNormAxisPixelRange ,84
CreateTransmissionWorkspaceAutov1,WavelengthMax,AlignAndFocusPowderv1,CropWavelengthMax ,124
CalculateTransmissionBeamSpreaderv1,SpreaderTransmissionValue,SetupHFIRReductionv1,TransmissionValue BckSpreaderTransmissionValue ,0
IndirectILLEnergyTransferv1,MapFile,LoadFITSv1,HeaderMapFile ,3110
GetEiT0atSNSv1,IncidentEnergyGuess,GetEiMonDetv2,IncidentEnergy ,31
IndirectFlatPlateAbsorptionv1,CanDensity,IndirectFlatPlateAbsorptionv2,CanDensityType ,10
SANSSensitivityCorrectionv1,DarkCurrentFile,SetupILLD33Reductionv1,SensitivityDarkCurrentFile TransmissionDarkCurrentFile ,6
DgsReductionv1,GroupingFile,DgsRemapv1,OldGroupingFile ,44
IndirectTransmissionv1,DensityType,IndirectFlatPlateAbsorptionv2,SampleDensityType CanDensityType ,11
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,ConvertCWPDMDToSpectrav1,ScaleFactor ,1
IndirectCylinderAbsorptionv2,SampleDensityType,CylinderPaalmanPingsCorrectionv2,SampleDensity ,25
BASISReductionv1,NormRunNumbers,LoadMultipleGSSv1,RunNumbers ,464
IndirectCylinderAbsorptionv1,CanScaleFactor,SANSFitShiftScalev1,ScaleFactor ,10
IndirectCylinderAbsorptionv1,SampleDensity,AbsorptionCorrectionv1,SampleNumberDensity ,10
LRReflectivityOutputv1,MetaData,SaveAsciiv2,SpectrumMetaData ,368
GSASIIRefineFitPeaksv1,MaxX,MaskPeaksWorkspacev1,XMax ,13
IndirectFlatPlateAbsorptionv1,CanDensity,IndirectAnnulusAbsorptionv2,CanDensityType ,10
CreateGroupingWorkspacev1,ComponentName,SpecularReflectionCalculateThetav1,DetectorComponentName SampleComponentName ,818
ReflectometryReductionOneAutov2,WavelengthMax,AlignAndFocusPowderv1,CropWavelengthMax ,38
EQSANSResolutionv1,MinWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMin ,10831
SetupEQSANSReductionv1,SensitivityBeamCenterY,EQSANSLoadv1,BeamCenterY ,10888
SetSampleMaterialv1,SampleMassDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,372
ChangeTimeZerov1,AbsoluteTimeOffset,ChangeLogTimev1,TimeOffset ,369
SNSPowderReductionv1,CropWavelengthMax,SaveHKLv1,MaxWavelength ,757
GroupDetectorsv1,DetectorList,SANSMaskv1,MaskedDetectorList ,6
IndirectILLReductionQENSv1,CalibrationPeakRange,IndirectCalibrationv1,PeakRange ,189
SetupHFIRReductionv1,TransmissionBeamCenterFile,SetupILLD33Reductionv1,BeamCenterFile BckTransmissionBeamCenterFile ,4666
ReflectometryReductionOneAutov2,ScaleFactor,IndirectAnnulusAbsorptionv1,CanScaleFactor ,38
RefReductionv1,LowResNormAxisPixelRange,RefLReductionv1,LowResDataAxisPixelRange LowResNormAxisPixelRangeFlag ,6
LoadMuonNexusv1,TimeZero,MuonProcessv1,LoadedTimeZero ,26890
ProcessBackgroundv1,OutputBackgroundType,RefinePowderDiffProfileSeqv1,BackgroundType ,12
PDToPDFgetNv1,CropWavelengthMax,TOFSANSResolutionv1,MaxWavelength ,2
SetupEQSANSReductionv1,UseConfig,EQSANSLoadv1,UseConfigBeam UseConfigMask ,10888
ReflectometryReductionOnev1,WavelengthMin,PDToPDFgetNv1,CropWavelengthMin ,8
IndirectFlatPlateAbsorptionv1,SampleDensityType,IndirectCylinderAbsorptionv2,SampleDensity ,10
BASISReductionv1,RunNumbers,BASISReduction311v1,NormRunNumbers ,464
RefRoiv1,XPixelMax,SumRowColumnv1,XMax ,25236
IndirectFlatPlateAbsorptionv1,CanScaleFactor,ConvertCWPDMDToSpectrav1,ScaleFactor ,10
EQSANSTofStructurev1,WavelengthMinFrame2,CreateTransmissionWorkspacev2,WavelengthMin ,47572
SaveLauenormv1,MinWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMin ,35
IndirectAnnulusAbsorptionv1,SampleDensityType,IndirectAnnulusAbsorptionv2,SampleDensity ,10
GSASIIRefineFitPeaksv1,MaxX,CalculateCountRatev1,XMax ,13
SaveLauenormv1,SortFilesBy,StatisticsOfPeaksWorkspacev1,SortBy ,35
MaskDetectorsIfv1,OutputCalFile,MergeCalFilesv1,OutputFile ,1
EQSANSTofStructurev1,WavelengthMin,TOFSANSResolutionv1,MinWavelength ,47572
MSDFitv1,XEnd,CalculateFlatBackgroundv1,EndX ,8
SaveToSNSHistogramNexusv1,InputFilename,RefinePowderDiffProfileSeqv1,InputProjectFilename ,0
ElasticWindowv1,BackgroundRangeStart,LRSubtractAverageBackgroundv1,BackgroundRange ,2
GenerateEventsFilterv1,LogValueTolerance,PlotAsymmetryByLogValuev1,LogValue ,667
DNSComputeDetEffCorrCoefsv1,TwoThetaTolerance,CalculateResolutionv1,TwoTheta ,25
IndirectCylinderAbsorptionv2,SampleDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensityType ,25
SaveNexusPDv1,DataType,CalculateMuonAsymmetryv1,InputDataType ,2
SofQWPolygonv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,7
MSDFitv1,XStart,EstimateMuonAsymmetryFromCountsv1,StartX ,8
ElasticWindowv1,BackgroundRangeEnd,CreateFlatEventWorkspacev1,RangeEnd ,2
FindDetectorsInShapev1,DetectorList,SANSMaskv1,MaskedDetectorList ,4
SpecularReflectionPositionCorrectv2,DetectorComponentName,SANSPatchSensitivityv1,ComponentName ,19
