id,Title,State,Created At,Updated At,Assignee,isPR,Author,milestone
18662,Indirect Absorption -  monte carlo absorption algorithms,open,2017-02-01,2017-02-01,louisemccann,N,louisemccann,Release 3.10
18661,Histogram Data Rollout LessThanMD to GatherWorkspaces,open,2017-02-01,2017-02-01,DimitarTasev,N,DimitarTasev,Release 3.10
18660,SpectrumInfo and DetectorInfo rollout: `LoadHelper.cpp` to `RotateInstrumentComponentTest.h`,open,2017-02-01,2017-02-01,,Y,raquelalvarezbanos,Release 3.10
18659,Store positions and rotations in `Beamline::DetectorInfo`.,open,2017-02-01,2017-02-01,SimonHeybrock,N,SimonHeybrock,Release 3.10
18658,HistogramData Rollout: SaveNISTDAT to saveVTK,open,2017-02-01,2017-02-01,,Y,DimitarTasev,Release 3.10
18657,New algorithm: IntegrateElasticPeaks,open,2017-02-01,2017-02-01,soininen,N,soininen,Release 3.10
18656,HistogramData rollout: algorithms DivideMD to IntegratePeaksMD,open,2017-02-01,2017-02-01,samueljackson92,N,samueljackson92,Release 3.10
18655,HistogramData rollout: algorithms ConvertMDHistoToMatrixWorkspace to CreateMD,open,2017-02-01,2017-02-01,,N,AnthonyLim23,
18654,Refs #18630 Refactored the files in the Example directory,open,2017-02-01,2017-02-01,,Y,AnthonyLim23,Release 3.10
18653,Efixed mode for paalman pings corrections,open,2017-02-01,2017-02-01,,Y,gvardany,Release 3.10
18652,Efixed mode for FlatPlatePaalmanPings and CylinderPaalmanPings,open,2017-02-01,2017-02-01,,N,gvardany,Release 3.10
18651,HistogramData rollout: algorithms GPUTester to ConvertCWSDExpToMomentum,open,2017-02-01,2017-02-01,LamarMoore,N,LamarMoore,Release 3.10
18650,Fix an issue with first monitor in Reflectometry algorithms,open,2017-02-01,2017-02-01,PranavBahuguna,Y,raquelalvarezbanos,Release 3.9
18649,Support for old files that have masking parameters for non-detector components,open,2017-02-01,2017-02-01,,Y,SimonHeybrock,Release 3.10
18648,point group symmetry in PredictPeaks,open,2017-01-31,2017-01-31,,Y,VickieLynch,Release 3.10
18647,Old nexus files with masks don't load,open,2017-01-31,2017-01-31,SimonHeybrock,N,ricleal,Release 3.9
18646,ISIS_Powder - POLARIS absorption corrections counts incorrect,open,2017-01-31,2017-01-31,DavidFair,N,DavidFair,Release 3.10
18645,ISIS Powder Diffraction Scripts - IMAT,open,2017-01-31,2017-02-01,DavidFair,N,DavidFair,Release 3.10
18644,Update indirect_inelastic release notes,closed,2017-01-31,2017-02-01,martyngigg,Y,louisemccann,Release 3.9
18643,ISIS Powder Diffraction Scripts - Migration of GEM,open,2017-01-31,2017-01-31,DavidFair,N,DavidFair,Release 3.10
18642,Histogram rollout: <LoadTOFRawNexus to SaveDaveGrp>,open,2017-01-31,2017-02-01,SimonHeybrock,Y,LamarMoore,Release 3.10
18641,Blacklist file and increase memory requirement,closed,2017-01-31,2017-01-31,martyngigg,Y,samueljackson92,Release 3.9
18640,Blacklist WISH file and up test memory,open,2017-01-31,2017-01-31,samueljackson92,N,samueljackson92,Release 3.9
18639,Update reflectometry IDFs,open,2017-01-31,2017-01-31,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.9
18638,HistogramData rollout: algorithms LoadQKK to LoadSpiceXML2DDet,open,2017-01-31,2017-02-01,,Y,samueljackson92,Release 3.10
18637, Make files in Group 2 compatible with Python 3 ,open,2017-01-31,2017-01-31,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18636,Close multiple windows,closed,2017-01-31,2017-01-31,martyngigg,Y,NickDraper,Release 3.9
18635,Update POLARIS entry in Facilities.xml,open,2017-01-31,2017-01-31,,Y,DavidFair,Release 3.9
18634,Convert Group3 from Python 2 to Python 3,open,2017-01-31,2017-01-31,,Y,AntonPiccardoSelg,Release 3.10
18633,Histogram Rollout - SaveDetectorGroup to SaveMask,open,2017-01-31,2017-01-31,KarlPalmen,Y,DavidFair,Release 3.10
18632,Remove c4250 warning suppression on MSVC,open,2017-01-31,2017-01-31,,Y,DavidFair,Release 3.10
18631,Close multiple windows (e.g. graph windows),open,2017-01-31,2017-01-31,NickDraper,N,NickDraper,Release 3.9
18630,Histogram rollout ModifyData to Component ,open,2017-01-31,2017-02-01,AnthonyLim23,N,AnthonyLim23,Release 3.10
18629,Fix an issue with monitors in Reflectometry algorithms,closed,2017-01-31,2017-02-01,,Y,raquelalvarezbanos,Release 3.9
18628,Make SANS files compatible with Python 3,open,2017-01-31,2017-01-31,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18627,Histogram Rollout SaveNISTDAT to SaveVTK,open,2017-01-31,2017-02-01,DimitarTasev,N,DimitarTasev,Release 3.10
18626,Error when save to ascii2 with no x errors present and x errors are requested ,open,2017-01-31,2017-02-01,martyngigg,Y,AnthonyLim23,Release 3.9
18625,HistogramData Rollout:  SaveDetectorsGrouping to SaveMask,open,2017-01-30,2017-01-30,DavidFair,N,DavidFair,Release 3.10
18624,Documentation for Fit benchmarking scripts,open,2017-01-30,2017-02-01,simonfernandes,Y,simonfernandes,Release 3.10
18623,ShiftLogTime bugfix,closed,2017-01-30,2017-01-31,peterfpeterson,Y,AndreiSavici,Release 3.9
18622,Spectrum/Detector Info Rollout - Group 2,open,2017-01-30,2017-02-01,martyngigg,Y,DavidFair,Release 3.10
18621,HistogramData rollout: algorithms <LoadTOFRawNexus to SaveDaveGrp>,open,2017-01-30,2017-01-31,LamarMoore,N,LamarMoore,Release 3.10
18620,HistogramData rollout: algorithms LoadMcStasNexus to LoadPreNexusMonitors,open,2017-01-30,2017-02-01,SimonHeybrock,Y,LamarMoore,Release 3.10
18619,SpectrumInfo and DetectorInfo rollout: algorithms <InstrumentWidgetMaskTab.cpp to QpeaksTableModel.cpp>,open,2017-01-30,2017-02-01,martyngigg,Y,AntonPiccardoSelg,Release 3.10
18618,SpectrumInfo and DetectorInfo rollout: algorithms <DetectorEfficiencyCor to ScaleX>,open,2017-01-30,2017-01-30,,N,gemmaguest,Release 3.10
18617,Improvements to UserFunction (from within fit algorithm dialogue),open,2017-01-30,2017-01-30,,N,lottiegreenwood,
18616,SpectrumInfo and DetectorInfo rollout: algorithms <ComponentActor.cpp to QpeaksTableModel.cpp> ,open,2017-01-30,2017-01-30,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18615,SpectrumInfo and DetectorInfo rollout: algorithms <SetScalingPSDTest.h to Workspace2DTest.h>,closed,2017-01-30,2017-02-01,ianbush,Y,AntonPiccardoSelg,Release 3.10
18614,Fix resolution in reflectometry GUI and algorithm,closed,2017-01-30,2017-01-31,martyngigg,Y,raquelalvarezbanos,Release 3.9
18613,Fix resolution in reflectometry GUI and algorithm,closed,2017-01-30,2017-01-30,,Y,raquelalvarezbanos,
18612,Engg: Some peaks are not found during calibration,open,2017-01-30,2017-01-30,,N,gemmaguest,Temporary Holding
18611,Engg Texture focusing crashes with invalid Detector Grouping File,open,2017-01-30,2017-01-30,DavidFair,N,gemmaguest,Release 3.10
18610,Set `AlignBins=False` in `ReflectometryReductionOne`,open,2017-01-30,2017-01-31,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.9
18609,Engg: Crash with invalid input in Focus Cropped,open,2017-01-30,2017-01-30,DavidFair,N,gemmaguest,Release 3.10
18608,SaveOpenGenieAscii - Rietveld refinement and single peak fitting on bank two fails,open,2017-01-30,2017-01-30,DavidFair,N,DavidFair,Release 3.10
18607,Engg: Calibration intermittently crashes with invalid input,open,2017-01-30,2017-01-30,DavidFair,N,gemmaguest,Release 3.10
18606,Fix resolution in Reflectometry GUI,open,2017-01-30,2017-01-30,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.9
18605,SpectrumInfo and DetectorInfo rollout: Group 2,open,2017-01-30,2017-01-30,DavidFair,N,DavidFair,Release 3.10
18604,Update to SANS release notes,closed,2017-01-30,2017-01-31,soininen,Y,AntonPiccardoSelg,Release 3.9
18603,ShiftLogTime bug/segmentation fault,closed,2017-01-27,2017-01-31,AndreiSavici,N,AndreiSavici,Release 3.9
18602,Update Polaris entry in Facilities XML,open,2017-01-27,2017-01-27,DavidFair,N,DavidFair,Release 3.9
18601,SpectrumInfo rollout: algorithms ComptonProfile to GroupDetectors,open,2017-01-27,2017-01-30,,Y,ianbush,Release 3.10
18600,Abins1.0 minor fixes part2,open,2017-01-27,2017-02-01,martyngigg,Y,dymkowsk,Release 3.9
18599,Fixes for custom matplotlib backend for v>=1.5,closed,2017-01-27,2017-02-01,rosswhitfield,Y,martyngigg,Release 3.10
18598,Make W3 warning level explicit,open,2017-01-27,2017-01-31,KarlPalmen,Y,NickDraper,Release 3.10
18597,Warning level W3 for visual studio,open,2017-01-27,2017-01-27,NickDraper,N,NickDraper,
18596,ILLIndirectReductionQENS system test skipped fix,open,2017-01-27,2017-01-27,,Y,gvardany,Release 3.10
18595,Fix `ILLIndirectReductionQENS` system test skipped problem.,open,2017-01-27,2017-01-27,,N,gvardany,Release 3.10
18594,ISIS Powder Scripts - Refactor and Migration of Pearl ,open,2017-01-27,2017-01-31,DimitarTasev,Y,DavidFair,Release 3.10
18593,SpectrumInfo rollout: algorithms SetInstrumentParameter to PredictPeaks,open,2017-01-27,2017-01-27,SimonHeybrock,Y,soininen,Release 3.10
18592,Engg:: Presenter inconsistently saves .prm files,open,2017-01-27,2017-01-27,DavidFair,N,DavidFair,Release 3.10
18591,SpectrumInfo rollout: algorithms <ConvertCWSDExpToMomentum.cpp to RefReduction.cpp>,open,2017-01-27,2017-01-30,PranavBahuguna,N,PranavBahuguna,Release 3.10
18590,SpectrumInfo and DetectorInfo rollout: algorithms <SetScalingPSDTest.h to ComponentHelperTest.h>,closed,2017-01-27,2017-02-01,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18589,SpectrumInfo and DetectorInfo rollout: algorithms <LoadMaskTest.h to SaveParameterFileTest.h>,open,2017-01-27,2017-02-01,ianbush,Y,AntonPiccardoSelg,Release 3.10
18588,Fix call to SaveOpenGenieAscii in Engg Presenter,closed,2017-01-27,2017-01-27,gemmaguest,Y,DavidFair,Release 3.9
18587,Technical documentation for Fit benchmarking scripts,open,2017-01-27,2017-01-27,simonfernandes,N,Anders-Markvardsen,Release 3.10
18586,Update buildscript to avoid running system tests where possible,closed,2017-01-27,2017-01-30,stuartcampbell,Y,martyngigg,Release 3.10
18585,SpectrumInfo rollout: algorithms 43 to 47,closed,2017-01-27,2017-01-30,SimonHeybrock,Y,PranavBahuguna,Release 3.10
18584,Fixed Debye-Waller factor correction in ComputeCalibrationCoefVan,closed,2017-01-27,2017-01-30,KarlPalmen,Y,soininen,Release 3.9
18583,ComputeCalibrationCoefVan: the Debye-Waller coefficient is applied incorrectly,open,2017-01-27,2017-01-27,soininen,N,soininen,Release 3.9
18582,Update buildscript for python3,closed,2017-01-26,2017-01-31,martyngigg,Y,rosswhitfield,Release 3.10
18581,Fix cppcheck warnings that crept into master and release branches.,closed,2017-01-26,2017-01-26,AndreiSavici,Y,quantumsteve,Release 3.9
18580,Update reflectometry release notes,open,2017-01-26,2017-01-26,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.9
18579,MonteCarloAbsorption : investigate the problem with the sample size,open,2017-01-26,2017-01-26,,N,gvardany,Release 3.10
18578,SpectrumInfo and DetectorInfo rollout: algorithms <LoadMaskTest.h to SaveParameterFileTest.h>,open,2017-01-26,2017-01-26,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18577,Indirect Absorption GUI : improve the layout of the options,open,2017-01-26,2017-01-26,louisemccann,N,gvardany,Release 3.10
18576,"Indirect Absorption Corrections : improve docs, update flowcharts.",open,2017-01-26,2017-01-26,louisemccann,N,gvardany,Release 3.10
18575,Abins1.0 minor fixes part1,closed,2017-01-26,2017-01-26,martyngigg,Y,dymkowsk,Release 3.9
18574,SpectrumInfo and DetectorInfo rollout: algorithms <IFunction.cpp to ScaleXTest.h>,closed,2017-01-26,2017-01-30,SimonHeybrock,Y,AntonPiccardoSelg,Release 3.10
18573,"Indirect I(Q,t)Fit - Update Plot Options",open,2017-01-26,2017-01-31,DavidFair,Y,louisemccann,Release 3.9
18572,Implement an algorithm to integrate HB3A's peak with Gaussia fit,open,2017-01-26,2017-02-01,,Y,wdzhou,Release 3.10
18571,Peak markers not shown for event data,open,2017-01-26,2017-01-26,samueljackson92,N,samueljackson92,Release 3.10
18570,"Indirect I(Q,t)Fit - incorrect plot options menu",open,2017-01-26,2017-01-26,louisemccann,N,louisemccann,Release 3.9
18569,SpectrumInfo and DetectorInfo rollout: `LoadHelper.cpp` to `RotateInstrumentComponentTest.h`,open,2017-01-26,2017-02-01,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18568,SpectrumInfo & DetectorInfo rollout: `ConvertSpectrumAxis2Test` to `ModeratorTzeroLinearTest`,closed,2017-01-26,2017-01-30,SimonHeybrock,Y,raquelalvarezbanos,Release 3.10
18567,SpectrumInfo and DetectorInfo rollout: algorithms ComptonProfile to GroupDetectorsTest,open,2017-01-26,2017-01-26,ianbush,N,ianbush,Release 3.10
18566,Muon Analysis fails in simultaneous fit after change of instrument and fitting function,open,2017-01-26,2017-01-26,,N,KarlPalmen,Release 3.10
18565,Save to AscII crashes Mantid,open,2017-01-26,2017-01-26,AnthonyLim23,N,AnthonyLim23,Release 3.9
18564,SpectrumInfo and DetectorInfo rollout: algorithms <IFunction.cpp to ScaleXTest.h>,closed,2017-01-26,2017-01-30,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18563,ENGIN-X interface - SaveOpenGenieAscii fails,closed,2017-01-26,2017-01-27,DavidFair,N,DavidFair,Release 3.9
18562,Add a new download location for external data at ISIS,closed,2017-01-26,2017-01-31,DavidFair,Y,martyngigg,Release 3.10
18561,Add multiple time regime support for ISIS loading,closed,2017-01-26,2017-01-30,DavidFair,Y,AntonPiccardoSelg,Release 3.10
18560,Enable file loading for multiple file regimes,closed,2017-01-26,2017-01-30,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18559,Skip tests where numpy.einsum is unavailable.,closed,2017-01-25,2017-01-26,ianbush,Y,martyngigg,Release 3.9
18558,Coverity fixes for crystal field physical properties code,closed,2017-01-25,2017-01-26,peterfpeterson,Y,mducle,Release 3.9
18557,Remove Mantid API 1to2 migration stuff,open,2017-01-25,2017-01-25,,Y,rosswhitfield,Release 3.10
18556,Coverity fixes in Crystal Field code,closed,2017-01-25,2017-01-26,,N,mducle,
18555,Crystal Field single/multi spectra verification,closed,2017-01-25,2017-01-27,mantid-roman,Y,mducle,Release 3.9
18554,SpectrumInfo and DetectorInfo rollout: algorithms <SetInstrumentParameter to PredictPeaks>,open,2017-01-25,2017-01-25,soininen,N,soininen,Release 3.10
18553,TofConverter cannot convert to Nu(Thz),open,2017-01-25,2017-01-25,NickDraper,N,AnthonyLim23,
18552,Layout issue in Sample Transmission Calculator,open,2017-01-25,2017-01-25,soininen,N,soininen,Release 3.10
18551,FilterEvents gui can have backwards time ,open,2017-01-25,2017-01-25,NickDraper,N,AnthonyLim23,
18550,Update scripts for compatibility with both Python 2 & 3,open,2017-01-25,2017-01-31,rosswhitfield,N,rosswhitfield,Release 3.10
18549,Fixed locale issues in Sample Transmission Calculator,closed,2017-01-25,2017-01-27,KarlPalmen,Y,soininen,Release 3.9
18548,Logging locks up Algorithms,open,2017-01-25,2017-01-25,samueljackson92,N,OwenArnold,Release 3.10
18547,Add a new peak integration algorithm to HB3A interface,open,2017-01-25,2017-01-26,,N,wdzhou,Release 3.10
18546,Locale issue in Sample Transmission Calculator,open,2017-01-25,2017-01-25,soininen,N,soininen,Release 3.9
18545,Abins 0.1: Correct check for a DFT  file extension.,closed,2017-01-25,2017-01-26,martyngigg,Y,dymkowsk,Release 3.9
18544,The progress bar for the load tool hanging,open,2017-01-25,2017-01-25,NickDraper,N,AnthonyLim23,Release 3.10
18543,SortXAxis requires input workspace to be in ADS,open,2017-01-25,2017-01-25,louisemccann,N,louisemccann,Release 3.10
18542,SpectrumInfo and DetectorInfo rollout: `ConvertSpectrumAxis2Test` to `ModeratorTzeroLinearTest`,closed,2017-01-25,2017-01-30,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18541,Respect BUILD_PACKAGE variable if specified by Jenkins,closed,2017-01-25,2017-01-25,peterfpeterson,Y,martyngigg,Release 3.9
18540,Add Eigen as an External Project,open,2017-01-25,2017-01-25,ianbush,N,ianbush,Release 3.10
18539,SpectrumInfo rollout 43 to 47,closed,2017-01-25,2017-01-30,PranavBahuguna,N,PranavBahuguna,Release 3.10
18538,Indirect JumpFit - Scale,open,2017-01-25,2017-01-26,gemmaguest,Y,louisemccann,Release 3.9
18537,Reflectometry GUI: the interface freezes when reducing data,open,2017-01-25,2017-01-25,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18536,Reflectometry GUI: avoid loading if workspace is already in ADS,open,2017-01-25,2017-01-25,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18535,Fix building qthelp and html docs using python 3,closed,2017-01-24,2017-01-25,peterfpeterson,Y,rosswhitfield,Release 3.9
18534,Can revive ungrouped WorkspaceGroup in Python script,open,2017-01-24,2017-01-24,NickDraper,N,AntonPiccardoSelg,Release 3.10
18533,Fix MantidPlot detector display for monitor spectra,closed,2017-01-24,2017-01-24,AntonPiccardoSelg,Y,martyngigg,Release 3.9
18532,Imaging GUI: Refresh jobs timer can cause random crashes,open,2017-01-24,2017-01-24,DimitarTasev,N,DimitarTasev,
18531,add HKLFilterSpaceGroup to PredictPeaks,open,2017-01-24,2017-01-24,VickieLynch,N,VickieLynch,
18530,Monitor information not displayed in Show Detectors,closed,2017-01-24,2017-01-24,NickDraper,N,AntonPiccardoSelg,Release 3.9
18529,Mantid creates unhandled exception when date-time format is wrong in ICat,open,2017-01-24,2017-01-24,NickDraper,N,AntonPiccardoSelg,Release 3.9
18528,Update AddPeak,open,2017-01-24,2017-02-01,,Y,OwenArnold,Release 3.10
18527,Hour glass stays when pressing Duplicate command on 3D Graph,open,2017-01-24,2017-01-24,,N,AntonPiccardoSelg,
18526,Indirect ILL Reduction: system test quick fix,closed,2017-01-24,2017-01-25,martyngigg,Y,gvardany,Release 3.9
18525,SpectrumInfo and DetectorInfo Rollout `AddPeak` to `DetectorDiagnostic`,open,2017-01-24,2017-01-27,OwenArnold,N,OwenArnold,Release 3.10
18524,Fix randomly failing Crystal Field test.,closed,2017-01-24,2017-01-24,martyngigg,Y,mantid-roman,Release 3.9
18523,CrystalField: fix randomly failing test.,closed,2017-01-24,2017-01-24,mantid-roman,N,mantid-roman,Release 3.9
18522,Basic translation and partitioning classes for Indexing module.,open,2017-01-24,2017-01-24,SimonHeybrock,N,SimonHeybrock,Release 3.10
18521,Crystal fields bugfixes,closed,2017-01-24,2017-01-24,martyngigg,Y,mducle,Release 3.9
18520,PyChop bugfixes,closed,2017-01-23,2017-01-30,AndreiSavici,Y,mducle,Release 3.9
18519,Fix PythonScriptsTest_CrystalFieldTest for python 3,closed,2017-01-23,2017-01-23,peterfpeterson,Y,rosswhitfield,Release 3.9
18518,CrystalField: python interface should use IFunction object internally.,open,2017-01-23,2017-01-26,mantid-roman,N,mantid-roman,Release 3.10
18517,Fix sphinx warnings,closed,2017-01-23,2017-01-23,peterfpeterson,Y,AndreiSavici,Release 3.9
18516,Disable nonOrthogonal sliceviewer button when orthogonal ws,closed,2017-01-23,2017-01-23,AntonPiccardoSelg,Y,lottiegreenwood,Release 3.9
18515,Sliceviewer disable nonorthogonal view button when workspace orthogonal,closed,2017-01-23,2017-01-23,lottiegreenwood,N,lottiegreenwood,Release 3.9
18514,IMAT Documentation: Revise and Update,open,2017-01-23,2017-01-23,DimitarTasev,N,DimitarTasev,Release 3.10
18513,LoadILLIndirect-v2 updated documentation,closed,2017-01-23,2017-01-24,martyngigg,Y,gvardany,Release 3.9
18512,"Sort dict before creating message, can't assume order with python3",closed,2017-01-23,2017-01-23,peterfpeterson,Y,rosswhitfield,Release 3.9
18511,Update sans.rst,closed,2017-01-23,2017-01-24,AntonPiccardoSelg,Y,AnthonyLim23,Release 3.9
18510,Update direct_inelastic.rst,closed,2017-01-23,2017-01-23,martyngigg,Y,AnthonyLim23,Release 3.9
18509,Vesuvio - Update Monitor Positions,closed,2017-01-23,2017-01-24,martyngigg,Y,louisemccann,Release 3.9
18508,Vesuvio - Monitor Positions,closed,2017-01-23,2017-01-24,louisemccann,N,louisemccann,Release 3.9
18507,Update ui.rst,closed,2017-01-23,2017-01-23,samueljackson92,Y,AnthonyLim23,Release 3.9
18506,Update framework.rst,closed,2017-01-23,2017-01-23,NickDraper,Y,AnthonyLim23,Release 3.9
18505,Add release image,closed,2017-01-23,2017-01-23,AntonPiccardoSelg,Y,lottiegreenwood,Release 3.9
18504,Ensure output EventLists have correct sort order after filtering,closed,2017-01-23,2017-01-25,raquelalvarezbanos,Y,martyngigg,Release 3.9
18503,FindUBUsingFFT finding incorrect unit cell,open,2017-01-23,2017-01-23,samueljackson92,N,samueljackson92,Release 3.10
18502,Fix moc build warning on master,closed,2017-01-23,2017-01-24,AntonPiccardoSelg,Y,martyngigg,Release 3.9
18501,Release image for 3.9,closed,2017-01-23,2017-01-23,lottiegreenwood,N,NickDraper,Release 3.9
18500,Implement remaining time slice options,open,2017-01-23,2017-01-23,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18499,Replace uses of deprecated `CheckWorkspacesMatch` with `CompareWorkspaces`,closed,2017-01-23,2017-01-31,martyngigg,Y,gvardany,Release 3.10
18498,Add unit tests for `ReflDataProcessorPresenter`,open,2017-01-23,2017-01-23,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18497,Instrument Mask shapes in Nexus and Cal mask files.,open,2017-01-23,2017-01-23,samueljackson92,N,samueljackson92,Release 3.10
18496,RACER Style Peak Integration,open,2017-01-23,2017-01-23,samueljackson92,N,samueljackson92,Release 3.10
18495,HistogramData rollout: algorithms LoadQKK to LoadSpiceXML2DDet,open,2017-01-23,2017-01-23,samueljackson92,N,samueljackson92,Release 3.10
18494,HistogramData Rollout: LoadMcStasNexus to LoadPreNexusMonitors ,open,2017-01-23,2017-01-26,LamarMoore,N,LamarMoore,Release 3.10
18493,Improve documentation for `LoadILLIndirect-v2`.,closed,2017-01-23,2017-01-24,gvardany,N,gvardany,
18492,Fix building with sip 4.19,closed,2017-01-20,2017-01-23,martyngigg,Y,quantumsteve,Release 3.9
18491,Mantid won't build with SIP 4.19,closed,2017-01-20,2017-01-23,,N,quantumsteve,Release 3.9
18490,Crystal Fields bugfixes,closed,2017-01-20,2017-01-24,mducle,N,mducle,
18489,`LoadEventNexus` can't load some ISIS datasets in debug mode,open,2017-01-20,2017-01-20,raquelalvarezbanos,N,raquelalvarezbanos,Release 3.10
18488,Fix recently introduced python3 errors,closed,2017-01-20,2017-01-23,peterfpeterson,Y,rosswhitfield,Release 3.9
18487,Add improvement of minimizer documentation to release notes,closed,2017-01-20,2017-01-24,martyngigg,Y,KarlPalmen,Release 3.9
18486, Fix for SAScollimation in SaveCanSAS1D and LoadCanSAS1D ,closed,2017-01-20,2017-01-23,,Y,AntonPiccardoSelg,Release 3.9
18485,PyChop bugfixes,open,2017-01-20,2017-01-20,mducle,N,mducle,
18484,Add option to GetDetectorOffsets to use detector order from WS,open,2017-01-20,2017-01-31,DavidFair,N,DavidFair,Release 3.10
18483,Reflectometry v2 algorithms cleanup,open,2017-01-20,2017-01-20,PranavBahuguna,N,PranavBahuguna,Release 3.9
18482,Documentation for caching layers,closed,2017-01-20,2017-01-23,SimonHeybrock,Y,ianbush,Release 3.9
18481,update facilities.xml for vesuvio file naming change,closed,2017-01-20,2017-01-20,mducle,Y,NickDraper,Release 3.9
18480,Inconsistent performance and accuracy numbers for ENGINX fit testing example ,open,2017-01-20,2017-01-20,simonfernandes,N,Anders-Markvardsen,Release 3.10
18479,Update Facilities.info for vesuvio change,closed,2017-01-20,2017-01-20,NickDraper,N,NickDraper,Release 3.9
18478,SASCollimation entry faulty in the for CanSAS1D data,closed,2017-01-20,2017-01-23,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.9
18477,Script giving different results in Mantid v3.8 and a recent branch,closed,2017-01-19,2017-01-24,martyngigg,N,raquelalvarezbanos,Release 3.9
18476,Documentation for caching layers,closed,2017-01-19,2017-01-23,ianbush,N,ianbush,Release 3.9
18475,Ignore masked bins in SplineBackground,open,2017-01-19,2017-01-19,DavidFair,N,DavidFair,Release 3.10
18474,Umbrella: Work on NonOrthogonal Sliceviewer,open,2017-01-19,2017-01-25,lottiegreenwood,N,lottiegreenwood,Release 3.10
18473,Remove unit test data files from unit test folder,closed,2017-01-19,2017-01-19,martyngigg,Y,DavidFair,Release 3.9
18472,Add masking and monitor flag access to `Beamline::SpectrumInfo`.,open,2017-01-19,2017-01-19,SimonHeybrock,N,SimonHeybrock,Release 3.10
18471,Address code issues for excluded regions with Fit,open,2017-01-19,2017-01-19,mantid-roman,N,martyngigg,Release 3.10
18470,New EFixed mode needed for MonteCarloAbsorption,open,2017-01-19,2017-02-01,gvardany,N,gvardany,Release 3.10
18469,LoadIsawDetCal parameter change,closed,2017-01-18,2017-01-24,martyngigg,Y,peterfpeterson,Release 3.9
18468,Rewrite SaveOpenGenieAscii to save valid files,closed,2017-01-18,2017-01-25,samueljackson92,Y,DavidFair,Release 3.9
18467,Indirect QuickRun - Diffraction,open,2017-01-18,2017-01-23,,Y,louisemccann,Release 3.10
18466,Add tests for LoadInstrumentFromNexus,closed,2017-01-18,2017-01-18,peterfpeterson,Y,gemmaguest,Release 3.9
18465,Crystal field - single vs multi-spectrum fitting verification,open,2017-01-18,2017-01-20,,N,mducle,Release 3.9
18464,SpectrumInfo rollout 21 to 43,closed,2017-01-18,2017-01-23,SimonHeybrock,Y,ianbush,Release 3.10
18463,Add event handling to the reflectometry (polref) GUI,closed,2017-01-18,2017-01-25,martyngigg,Y,raquelalvarezbanos,Release 3.9
18462,Cannot resize Value column in sample logs window,open,2017-01-18,2017-01-18,,N,DavidFair,
18461,Scope out what needs to be done to remove vms_compat,open,2017-01-18,2017-01-26,AntonPiccardoSelg,N,AntonPiccardoSelg,Release 3.10
18460,Add Beamline::SpectrumDefinition,open,2017-01-18,2017-02-01,martyngigg,Y,SimonHeybrock,Release 3.10
18459,15138 usage example loadmcstas,closed,2017-01-18,2017-01-19,gemmaguest,Y,Anders-Markvardsen,Release 3.9
18458,SNAPReduce detcal file support,closed,2017-01-17,2017-01-24,martyngigg,Y,peterfpeterson,Release 3.9
18457,ComputeCalibrationCoefVan uses hard-coded sample log entry for temperature,open,2017-01-17,2017-01-18,,N,soininen,
18456,Vesuvio - Mask Diffraction Spectra,open,2017-01-17,2017-01-23,louisemccann,N,louisemccann,Release 3.10
18455,ComputeCalibrationCoefVan does not work with time series in sample logs,open,2017-01-17,2017-01-17,,N,soininen,
18454,Change python3 to use get_instructions in funcinspect.py,closed,2017-01-17,2017-01-18,martyngigg,Y,rosswhitfield,Release 3.9
18453,Define D4 and D20 diffractometers at ILL,open,2017-01-17,2017-01-24,,Y,gvardany,Release 3.10
18452,Add IDFs for D4 and D20,open,2017-01-17,2017-01-18,gvardany,N,gvardany,
18451,Allow updates for facilities.xml  through automatic downloading,closed,2017-01-17,2017-01-23,peterfpeterson,Y,NickDraper,Release 3.9
18450,ISIS Kafka Listener Implementation,open,2017-01-17,2017-01-23,,Y,LamarMoore,Release 3.10
18449,IMAT Diffraction: On Hold until isis_powder is stable,open,2017-01-17,2017-01-17,DimitarTasev,N,DimitarTasev,
18448,All LiveListener properties represented as textboxes  ,open,2017-01-17,2017-01-17,LamarMoore,N,LamarMoore,Temporary Holding
