id,Title,State,Created At,Updated At,Assignee,isPR,Author,milestone
9065,Bugs when loading the instrument from inside a nexus file,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.0
9064,Bug in workspace group 'similar names' code if suffixes don't count from _1,closed,2013-10-24,2016-02-12,,N,mantid-builder,
9063,Update Facilities.xml latest end-point,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.0
9062,Crash Adding spectrum to ColorFillPlot,closed,2013-10-24,2015-06-04,FedeMPouzols,N,mantid-builder,Release 3.4
9061,"Windows: Deleting large Workspace2Ds is very slow. Seen on MERLIN, WISH",closed,2013-10-24,2015-06-03,martyngigg,N,martyngigg,Release 3.2
9060,Monitors in NOMAD and POWGEN geometry,closed,2013-10-24,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
9059,Systemtest for loading ISIS histogram Nexus with IDF,closed,2013-10-24,2015-06-03,Anders-Markvardsen,N,Anders-Markvardsen,Release 3.3
9058,Zero entry logs can cause a crash,closed,2013-10-24,2015-06-03,NickDraper,N,NickDraper,Release 3.0
9057,Event Filtering can leave 0 log entries,open,2013-10-24,2015-06-03,wdzhou,N,NickDraper,
9056,Fix method signature of MantidPlot objects as shown by IPython pop-up doc windows.,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.2
9055,Filter QObject/QWidget inherited methods as tab completion options on MantidPlot objects,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.2
9054,ICAT4 Datetime,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.0
9053,SCCalibratePanels use OrientedLattice from workspace,closed,2013-10-24,2015-06-03,VickieLynch,N,peterfpeterson,Release 3.1
9052,[ICAT] Mac friendly mount path,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.1
9051,[ICAT] Checkbox selection,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.0
9050,[ICAT] Cancel search,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.1
9049,[ICAT] Default search instrument,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.1
9048,Plot Properties Ux improvements,closed,2013-10-24,2016-02-12,,N,mantid-builder,
9047,Output mount point,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.0
9046,[ICAT] Output version,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.1
9045,Improve icat search GUI checkbox selection,open,2013-10-24,2015-09-02,lottiegreenwood,N,mantid-builder,
9044,[ICAT] Improve filter label,closed,2013-10-24,2015-06-03,,N,mantid-builder,Release 3.1
9043,Axes Dialog Box Ux improvements,closed,2013-10-24,2015-06-03,DanNixon,N,mantid-builder,Release 3.3
9042,Move reflectometry script locations,closed,2013-10-24,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
9041,PyChop LET does not work on rutherford,closed,2013-10-24,2015-06-03,abuts,N,abuts,Release 3.0
9040,Write a unit test for ISISLiveEventListener,open,2013-10-24,2015-06-03,mantid-roman,N,mantid-roman,
9039,Add joined McStas loader,closed,2013-10-24,2015-06-03,Anders-Markvardsen,N,Anders-Markvardsen,Release 3.0
9038,Option for cylinder integration in SCD reduction,closed,2013-10-23,2015-06-03,VickieLynch,N,VickieLynch,Release 3.0
9037,[ICAT] Disable inappropriate Catalog menu items,closed,2013-10-23,2015-06-03,,N,peterfpeterson,Release 3.1
9036,icat login UI should allow for selecting the facility to login to,closed,2013-10-23,2015-06-03,,N,peterfpeterson,Release 3.1
9035,ConvertToDiffractionMDWorkspace V2 does not display progress,closed,2013-10-23,2015-06-03,abuts,N,abuts,Release 3.0
9034,Bounding Boxes for Hexahedrons,closed,2013-10-23,2015-11-17,mantid-roman,N,PeterParker,Release 3.6
9033,[IDA] Elwin plotting error,closed,2013-10-23,2015-06-03,,N,mantid-builder,Release 3.0
9032,More unit tests for ReflectivityMulf,closed,2013-10-23,2016-02-02,OwenArnold,N,mantid-roman,
9031,Relax CopyInstrumentParameters condition,closed,2013-10-23,2015-06-03,,N,mantid-builder,Release 3.0
9030,mantid-horace type plot command,open,2013-10-23,2016-05-19,NickDraper,N,OwenArnold,
9029,String table workspaces don't match when saved & loaded,closed,2013-10-23,2015-06-03,,N,mantid-builder,Release 3.1
9028,PlotMD needs exposing to Python,closed,2013-10-23,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
9027,FitPeak suggestion,closed,2013-10-22,2015-06-03,wdzhou,N,VickieLynch,Release 3.1
9026,Update detector mapping for VISION,closed,2013-10-22,2015-06-03,stuartcampbell,N,stuartcampbell,Release 3.0
9025,Revert all changes made in #8057,closed,2013-10-22,2015-06-03,martyngigg,N,martyngigg,Release 3.0
9024,Windows: MantidPlot + IPython won't load if msvcr90.dll is in the path,closed,2013-10-22,2015-06-03,martyngigg,N,martyngigg,Release 3.0
9023,Passing a bad Chemical Formula to SetSampleMatrial causes Mantid to crash,closed,2013-10-22,2015-06-03,DanNixon,N,mantid-builder,Release 3.3
9022,Python algorithm overwriting C++ loader causes crash on running Load,closed,2013-10-22,2015-06-03,martyngigg,N,martyngigg,Release 3.0
9021,[Indirect] Add Indirect Transmission algorithm,closed,2013-10-22,2015-06-03,,N,mantid-builder,Release 3.1
9020,Remove Deprecated Versions of LoadRaw and LoadISISNexus,closed,2013-10-22,2015-10-08,NickDraper,N,KarlPalmen,Release 3.6
9019,Remove ForCE,closed,2013-10-22,2015-06-03,,N,mantid-builder,Release 3.0
9018,Remove ILLines,closed,2013-10-22,2015-06-03,,N,mantid-builder,Release 3.0
9017,Nexus file-loading clean-up,closed,2013-10-21,2015-06-04,FedeMPouzols,N,mantid-builder,Release 3.4
9016,mantid-horace gen_sqw,closed,2013-10-21,2015-06-03,OwenArnold,N,OwenArnold,Release 3.5
9015,Python Runner falls over with a path name with an apostrophe,closed,2013-10-21,2015-06-03,,N,mantid-builder,Release 3.0
9014,Fix the slowdown issue caused by new CostFuncLeastSquare,open,2013-10-21,2015-10-09,wdzhou,N,wdzhou,
9013,Add MaskBinTable to AlignAndFocusPowder,closed,2013-10-21,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
9012,Memory leak in RemoteJobManager,closed,2013-10-21,2015-06-03,,N,mantid-builder,Release 3.0
9011,"When creating the output ascii file, strange low points show up...need to investigate this.",closed,2013-10-21,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
9010,Swiss cheese mask issues,open,2013-10-21,2015-06-04,peterfpeterson,N,peterfpeterson,
9009,Add monitor 4 to VISION IDF,closed,2013-10-21,2015-06-03,stuartcampbell,N,stuartcampbell,Release 3.0
9008,Muon: run_number should appear as log value,closed,2013-10-21,2015-06-03,,N,mantid-builder,Release 3.1
9007,Better warnings mixing cartesian/spherical positions in IDF,closed,2013-10-21,2016-02-12,,N,Anders-Markvardsen,
9006,Expand IDF <locations> to work with <facing>,closed,2013-10-21,2016-02-12,,N,Anders-Markvardsen,
9005,mantid-horace,open,2013-10-21,2015-06-03,OwenArnold,N,OwenArnold,
9004,Load doesn't work for preNexus files,closed,2013-10-18,2015-06-03,,N,mantid-builder,Release 3.0
9003,Investigate why the following scripts fail,closed,2013-10-18,2015-06-03,,N,mantid-builder,Release 3.2
9002,Multi-domain fitting: Fit must use the number of domains to create additional workspace properties,closed,2013-10-18,2015-06-03,mantid-roman,N,mantid-roman,Release 3.0
9001,SANS error processing -add data,closed,2013-10-18,2015-06-03,,N,mantid-builder,Release 3.0
9000,Muon Analysis crash,closed,2013-10-18,2015-06-03,,N,mantid-roman,Release 3.2
8999,Manually running tests failed on ISIS Jenkins Win7,closed,2013-10-18,2016-02-12,,N,mantid-builder,
8998,Memory leak in CatalogInfo,closed,2013-10-18,2015-06-03,,N,mantid-builder,Release 3.0
8997,[ICAT] Improve datetime result,closed,2013-10-18,2015-06-03,,N,mantid-builder,Release 3.1
8996,Modify ChangeBinOffset to take a workspace for the offsets,open,2013-10-18,2015-06-03,stuartcampbell,N,stuartcampbell,
8995,Update the README file that is shown when installing on the Mac,closed,2013-10-17,2015-06-03,,N,mantid-builder,Release 3.0
8994,Constrain inputs for Stitch1D,closed,2013-10-17,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8993,ParameterMap::operator== can't compare in-memory & file-loaded workspace,closed,2013-10-17,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8992,Batch mode and -add files.,closed,2013-10-17,2015-06-03,,N,mantid-builder,Release 3.0
8991,[Indirect Diffraction] Error bars defect,closed,2013-10-17,2015-06-03,,N,mantid-builder,Release 3.0
8990,Spray can masking tool,open,2013-10-16,2015-06-03,mantid-roman,N,peterfpeterson,
8989,ICAT external download,closed,2013-10-16,2015-06-03,,N,mantid-builder,Release 3.0
8988,Add live data files to LoadEventPreNeXus,closed,2013-10-16,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8987,Instrument::numMonitors() returns zero for parameterized instrument,closed,2013-10-16,2015-06-03,,N,mantid-builder,Release 3.0
8986,EQSANS: UI always starts in expert mode,closed,2013-10-16,2015-06-03,mdoucet,N,mdoucet,Release 3.0
8985,Enhance DataSelector with better validation options,closed,2013-10-16,2015-06-03,,N,mantid-builder,Release 3.1
8984,Integrate RingProfile in SliceViewer,open,2013-10-16,2016-02-12,AntonPiccardoSelg,N,mantid-builder,
8983,Python usage strings in algorithm cpp files are incorrect,closed,2013-10-16,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8982,Skip tests using expat parser,closed,2013-10-16,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8981,Issue reported by IS about reduction,closed,2013-10-15,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
8980,Add debug build of pyzmq to Windows third party repo,closed,2013-10-15,2015-06-03,martyngigg,N,mantid-builder,Release 3.1
8979,Document config settings,closed,2013-10-15,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8978,Revert restriction to using RAW and SANS in batch mode,closed,2013-10-15,2015-06-03,,N,mantid-builder,Release 3.0
8977,Reflectometry GUI Help Page,closed,2013-10-15,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8976,[IDA] Update and tidy CalcCorr,closed,2013-10-15,2015-06-03,,N,mantid-builder,Release 3.2
8975,Loading of xml instrument in ISIS raw Nexus files,closed,2013-10-15,2015-06-03,Anders-Markvardsen,N,Anders-Markvardsen,Release 3.0
8974,Fix box to fill OutputWorkspace for two algorithms,closed,2013-10-15,2015-06-03,,N,VickieLynch,Release 3.0
8973,SaveGSS default should not be append,closed,2013-10-15,2015-06-03,,N,VickieLynch,Release 3.0
8972,CallibrateRectangularDetector not working for ARCS data,closed,2013-10-14,2015-06-03,VickieLynch,N,VickieLynch,Release 3.0
8971,ICAT4: External (HTTP) download,closed,2013-10-14,2015-06-03,,N,mantid-builder,Release 3.0
8970,Platform independent paths for ISIS Reflectometry GUI,closed,2013-10-14,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8969,Reflectometry GUI needs Config File,closed,2013-10-14,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8968,Add BackToBackExponential to ConvertFullprofToXML,closed,2013-10-14,2015-06-03,KarlPalmen,N,KarlPalmen,Release 3.2
8967,Commit merged to systemtests/master that shouldn't have been,closed,2013-10-14,2015-06-03,,N,martyngigg,Release 3.0
8966,SelectCellOfType and SelectCellWithForm logging,closed,2013-10-11,2015-06-03,VickieLynch,N,peterfpeterson,Release 3.0
8965,TransformHKL doesn't add property values to history,closed,2013-10-11,2015-06-03,VickieLynch,N,peterfpeterson,Release 3.0
8964,Re-run FindUBUsingIndexedPeaks after TransformHKL,open,2013-10-11,2015-06-03,peterfpeterson,N,peterfpeterson,
8963,FindUBUsingIndexedPeaks tolerance,closed,2013-10-11,2015-06-03,VickieLynch,N,peterfpeterson,Release 3.0
8962,Add Qmin to the SCD Event Data Reduction Interface,closed,2013-10-11,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8961,Refactoring of FlatAbs for a pythonic version,closed,2013-10-11,2015-06-03,,N,mantid-builder,Release 3.1
8960,SplatterPlot should be available to rebinned MDEventWorkspace,open,2013-10-11,2015-06-03,quantumsteve,N,mareuter,
8959,Script Repository: File is not being show as published,open,2013-10-11,2015-06-03,PeterParker,N,mantid-builder,
8958,Fix SNSPowderRedux system test,closed,2013-10-11,2015-06-03,VickieLynch,N,VickieLynch,Release 3.0
8957,Error propagation RadiusSum and RingProfile,open,2013-10-11,2015-06-03,PeterParker,N,mantid-builder,
8956,Refactoring of RingProfile to avoid duplicates,open,2013-10-11,2015-06-03,PeterParker,N,mantid-builder,
8955,OSIRIS Diffraction: bug loading instrument parameter file,closed,2013-10-11,2015-06-03,,N,mantid-builder,Release 3.0
8954,Implement Fullprof's polynomial background,closed,2013-10-11,2015-06-03,wdzhou,N,wdzhou,Release 3.0
8953,SNS ADARA files: Load the instrument from the Nexus file,closed,2013-10-10,2015-06-03,,N,mantid-builder,Release 3.0
8952,Remove the specific listeners from the list of instruments in the StartLiveData dialog.,closed,2013-10-10,2015-06-03,,N,mantid-builder,Release 3.0
8951,Provide a more helpful error if the instrument definition file is not found,closed,2013-10-10,2015-06-03,,N,mantid-builder,Release 3.0
8950,Add VISION live listener address to facilities file,closed,2013-10-10,2015-06-03,,N,mantid-builder,Release 3.0
8949,QueryMDWorkspace on LineViewer cuts,closed,2013-10-10,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8948,Copy orientation matrix,closed,2013-10-09,2015-06-03,AndreiSavici,N,AndreiSavici,Release 3.0
8947,Integration Test in ExperimentInfoTest,open,2013-10-09,2016-05-20,,N,OwenArnold,
8946,Add a system test for powder diffractometer profile calibration algorithms,closed,2013-10-09,2015-06-03,wdzhou,N,wdzhou,Release 3.0
8945,Remove HYSPECA from the facilities file.,closed,2013-10-09,2015-06-03,,N,mantid-builder,Release 3.0
8944,OpenGL errors on  Mountain Lion,closed,2013-10-09,2015-06-03,mantid-roman,N,mantid-roman,Release 3.0
8943,Fixed aspect ratio in SliceViewer,closed,2013-10-09,2016-01-04,OwenArnold,N,peterfpeterson,Release 3.6
8942,Cannot fix patch version number in build process,closed,2013-10-09,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8941,Enable LoadFullprofResolution and SaveFullprofResolution support profile #9,closed,2013-10-08,2015-06-03,wdzhou,N,wdzhou,Release 3.0
8940,Angular detectors data generated by save_nxspe are incorrect for rings,closed,2013-10-08,2015-06-03,abuts,N,abuts,Release 3.0
8939,SetSampleMaterial for one atom,closed,2013-10-08,2015-06-03,VickieLynch,N,VickieLynch,Release 3.0
8938,QSample is wrong when PeaksWorkspace is saved and reloaded,closed,2013-10-08,2015-06-03,VickieLynch,N,VickieLynch,Release 3.0
8937,Make FileEventDataListener handle event files,closed,2013-10-08,2015-06-03,mareuter,N,mareuter,Release 3.0
8936,Control Spawning of Plot Windows,closed,2013-10-08,2015-06-04,FedeMPouzols,N,OwenArnold,Release 3.3
8935,Document Masking Workflow,closed,2013-10-08,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8934,Implement a workflow control algorithm to refine diffractometer profile parameters,closed,2013-10-08,2015-06-03,wdzhou,N,wdzhou,Release 3.1
8933,logs for SaveHKL,closed,2013-10-07,2015-06-03,VickieLynch,N,VickieLynch,Release 3.0
8932,Create documentation for ICAT interface,closed,2013-10-07,2015-06-03,,N,mantid-builder,Release 3.0
8931,Default values not displayed in comboboxes,closed,2013-10-07,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8930,Problem with Integration Boundaries,closed,2013-10-07,2015-06-04,FedeMPouzols,N,OwenArnold,Release 3.3
8929,Add unit test for AlignAndFocusPowder,open,2013-10-04,2015-06-03,peterfpeterson,N,peterfpeterson,
8928,Failure to load the spectra map when instrument is inside nexus file,closed,2013-10-04,2015-06-03,,N,mantid-builder,Release 3.0
8927,Investigate why the various intermediate array produce negative errors,closed,2013-10-04,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
8926,Muon Analysis interface causes Mantid to fail when shutting down,closed,2013-10-04,2015-06-03,,N,PeterParker,Release 3.0
8925,Logging is broken on fresh mantid install,closed,2013-10-04,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8924,Expose WorkspaceListProperty to python,open,2013-10-04,2016-05-19,,N,OwenArnold,
8923,Re-enable parallelization in CheckWorkspacesMatch,closed,2013-10-03,2015-06-03,,N,mantid-builder,Release 3.1
8922,Add Filename log for Load for ISIS Raw files,closed,2013-10-03,2015-06-03,AndreiSavici,N,AndreiSavici,Release 3.0
8921,DGSReduction won't run MARI,closed,2013-10-03,2015-06-03,mareuter,N,mareuter,Release 3.0
8920,[IDA] ConvFit - Setting spectra Min/Max causes it to fail,closed,2013-10-03,2015-06-03,,N,mantid-builder,Release 3.0
8919,Make calibration file optional in AlignAndFocusPowder,closed,2013-10-03,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8918,SaveGSASInstrumentFileTest does not check file existence properly,closed,2013-10-03,2015-06-03,KarlPalmen,N,KarlPalmen,Release 3.1
8917,[IDA] Tidy Apply Corrections,closed,2013-10-03,2015-06-03,,N,mantid-builder,Release 3.0
8916,Add Append property to ConvertFullprofToXML,closed,2013-10-03,2015-06-03,KarlPalmen,N,KarlPalmen,Release 3.2
8915,Remove all zeros from ascii file output and add switch that will allow two different way to output overlap data,closed,2013-10-02,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
8914,SetSampleMaterial log message,closed,2013-10-02,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8913,Correct the number of options to FitMethod in CalculateTransmission,closed,2013-10-02,2015-06-03,,N,mantid-builder,Release 3.0
8912,Bug in patch version calculation,closed,2013-10-02,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8911,Add option to Fit to output convolved components,closed,2013-10-02,2015-06-03,mantid-roman,N,mantid-roman,Release 3.0
8910,'Rename' option at end of live data run is losing the run number for the SNS listener,closed,2013-10-01,2015-06-03,,N,mantid-builder,Release 3.0
8909,Load Event Monitors does not load sample information for ISIS data,closed,2013-10-01,2015-06-03,,N,mantid-builder,Release 3.0
8908,The Download page needs to differentiate versions of MacOS X,closed,2013-10-01,2015-06-03,NickDraper,N,NickDraper,Release 3.0
8907,Load a file -- an error message is popped up when the Run botton is hit,closed,2013-10-01,2015-06-03,NickDraper,N,mantid-builder,Release 3.0
8906,Remove auto-det param in LET_Parameters.xml,closed,2013-10-01,2015-06-03,Anders-Markvardsen,N,Anders-Markvardsen,Release 3.0
8905,Create a Muller Ansatz cross section model,closed,2013-10-01,2015-06-03,abuts,N,abuts,Release 3.2
8904,Update SANSadd2.py with new function from SANSUtility,open,2013-10-01,2015-12-09,AntonPiccardoSelg,N,mantid-builder,
8903,HET_Definition.xml won't load,closed,2013-10-01,2015-06-03,KarlPalmen,N,KarlPalmen,Release 3.1
8902,Remove LoadDetectorInfo from DirectEnergyConversion.py script,closed,2013-10-01,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8901,Event comparison performance hit,closed,2013-09-30,2015-06-03,,N,mantid-builder,Release 3.0
8900,Use FileFinder for SANS reduction,closed,2013-09-30,2015-06-03,,N,mantid-builder,Release 3.0
8899,SANS remove spec_min and spec_max for options,closed,2013-09-30,2015-06-03,,N,mantid-builder,Release 3.0
8898,Investigate possible memory leak from unreleased use of poco XML document and node lists.,closed,2013-09-30,2015-06-03,KarlPalmen,N,abuts,Release 3.1
8897,SANS support event mode data reduction,closed,2013-09-30,2015-06-03,,N,mantid-builder,Release 3.0
8896,InstrumentSelector generates bad signals when filtering by technique,closed,2013-09-30,2016-02-12,,N,mantid-builder,
8895,Analysis data service allows creation of a workspace group containing two copies of itself,closed,2013-09-30,2016-02-12,,N,mantid-roman,Release 3.6
8894,SANS2D: Bug in SANSadd2.py,closed,2013-09-30,2015-06-03,,N,martyngigg,Release 3.0
8893,Add a new switch that will turn on/off the geometry correction (turn off by default),closed,2013-09-27,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
8892,CreateGroupingWorkspace improvements,open,2013-09-27,2015-06-03,peterfpeterson,N,peterfpeterson,
8891,Add optional instrument to LoadDetectorsGroupingFile,open,2013-09-27,2015-06-03,peterfpeterson,N,peterfpeterson,
8890,Move the cleaning of the data until the very end,closed,2013-09-27,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
8889,ConvertToMD should not need a goniometer if UB matrix is specified on a workspace,closed,2013-09-27,2015-06-03,abuts,N,abuts,Release 3.0
8888,WorkspaceList property,open,2013-09-27,2015-11-04,OwenArnold,N,OwenArnold,
8887,Stitch1DMany,closed,2013-09-27,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8886,[IDA] - Apply Corrections Fails on Run,closed,2013-09-27,2015-06-03,,N,PeterParker,Release 3.0
8885,Remove TestViewer,closed,2013-09-27,2016-02-15,NickDraper,N,OwenArnold,Release 3.7
8884,Straggling references to PythonAPI,closed,2013-09-27,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8883,Current Mantid master branch has number of user interfaces broken.,closed,2013-09-27,2015-06-03,,N,abuts,Release 3.0
8882,Multiple warnings from SpecialWorkspace2D makes mantidplot unresponsive,closed,2013-09-27,2015-06-03,mantid-roman,N,mantid-roman,Release 3.0
8881,SaveNexusProcessed and LoadNexusProcessed changes masked detectors,open,2013-09-27,2016-02-12,wdzhou,N,wdzhou,
8880,Instances of AxesDialog aren't being disposed of efficently,open,2013-09-26,2016-05-20,,N,mantid-builder,
8879,CombineMulti to use Stitch1D,closed,2013-09-26,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8878,Change VectorHelper::getBinIndex to use a binary search,closed,2013-09-26,2015-06-03,,N,mantid-builder,Release 3.0
8877,Mantid dock loses selection after update,closed,2013-09-26,2015-06-03,mantid-roman,N,mantid-roman,Release 3.0
8876,Include ws name in extracted log tables,closed,2013-09-26,2015-06-03,,N,NickDraper,Release 3.1
8875,Show high level summary formula string in fit function toolbox,closed,2013-09-26,2015-06-03,,N,Anders-Markvardsen,Release 3.2
8874,Issue with ConvertUnits,closed,2013-09-26,2016-05-10,NickDraper,N,mantid-roman,
8873,Fix Windows 7 (Debug) Build on Jenkins,closed,2013-09-26,2015-06-03,PeterParker,N,PeterParker,Release 3.0
8872,ConvertToMD other dimensions enhancement,open,2013-09-25,2015-06-03,abuts,N,AndreiSavici,
8871,ConvertToMD fails when it should not,closed,2013-09-25,2015-06-03,abuts,N,AndreiSavici,Release 3.2
8870,Get old performance on WishAnalysis system test back,closed,2013-09-25,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8869,Add Horace/Mantid std binning option to SliceMD/BinMD,open,2013-09-25,2015-06-03,quantumsteve,N,abuts,
8868,Add ConvertToMD::validateInputs(),closed,2013-09-25,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8867,Revamp SNSConvertToMDEventsTest system test,closed,2013-09-25,2015-06-03,mareuter,N,mareuter,Release 3.0
8866,[IDA] Apply Corrections is broken,closed,2013-09-25,2015-06-03,,N,mantid-builder,Release 3.0
8865,The original data is corrupted when we get a loading error,closed,2013-09-25,2015-06-03,,N,mantid-builder,Release 3.2
8864,SNSPowderReduction generates Fullprof file with negative uncertainty,closed,2013-09-25,2015-06-03,wdzhou,N,wdzhou,Release 3.0
8863,Update IPython and dependencies for the Mac,closed,2013-09-24,2015-06-03,,N,mantid-builder,Release 3.0
8862,Error in peak overlay for Instrument view,closed,2013-09-24,2015-06-03,mantid-roman,N,peterfpeterson,Release 3.0
8861,Unit test for ISIS event NeXus in LoadEventNexus,open,2013-09-24,2015-06-03,PeterParker,N,mareuter,
8860,[ConvFit] Error with fitting parameter,closed,2013-09-24,2015-06-03,,N,mantid-builder,Release 3.0
8859,Exclude GSoapGenerated files from cppcheck (again),closed,2013-09-24,2015-06-03,,N,mantid-builder,Release 3.0
8858,Slice MD runs on events which make it slow (sometimes),open,2013-09-24,2015-06-03,abuts,N,abuts,
8857,More fields on the sample object,open,2013-09-24,2015-06-05,wdzhou,N,peterfpeterson,
8856,Remove (most of) the contents of the Installers/WinInstaller directory,closed,2013-09-24,2015-06-03,,N,mantid-builder,Release 3.0
8855,OSIRIS Diffraction workspace average bug.,closed,2013-09-24,2015-06-03,,N,mantid-builder,Release 3.0
8854,Update BASIS geometry to include diffraction,closed,2013-09-23,2015-06-03,stuartcampbell,N,stuartcampbell,Release 3.0
8853,Unexpected behaviour when using new-style syntax in live python script,closed,2013-09-23,2016-02-12,,N,mantid-builder,
8852,Problems with WorkspaceGroup handling in live data algorithms,closed,2013-09-23,2016-02-12,,N,mantid-builder,
8851,Update IPython and dependencies for Windows,closed,2013-09-23,2015-06-03,,N,mantid-builder,Release 3.0
8850,"Remove ""Use new-style Python"" checkbox in MantidPlot preferences",closed,2013-09-23,2015-06-03,,N,mantid-builder,Release 3.0
8849,Calibration information not loaded in nexus files,closed,2013-09-23,2015-06-03,,N,mantid-builder,Release 3.0
8848,DetectorDotDat File wrong specification,closed,2013-09-23,2015-06-03,,N,mantid-builder,Release 3.0
8847,Numpy version upgrade,closed,2013-09-23,2016-11-10,martyngigg,N,OwenArnold,
8846,export getBaseInstrument is broken,closed,2013-09-23,2015-06-03,,N,mantid-builder,Release 3.0
8845,InstrumentTest.py does nothing,closed,2013-09-23,2015-06-03,martyngigg,N,mantid-builder,Release 3.0
8844,Deadtime for PlotAsymmetryByLogValue,closed,2013-09-23,2015-06-03,,N,Anders-Markvardsen,Release 3.0
8843,IDF for Larmor,closed,2013-09-23,2015-06-03,,N,mantid-builder,Release 3.0
8842,SpectrumViewer doesn't close with workspace deletion,closed,2013-09-20,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8841,Counts vs pixel does not work once the counts vs tof button has been used,closed,2013-09-20,2015-06-03,JeanBilheux,N,JeanBilheux,Release 3.0
8840,PythonAlgorithms category to remove?,closed,2013-09-20,2015-11-10,NickDraper,N,OwenArnold,
8839,Fix errors reported by coverity,closed,2013-09-20,2015-06-03,martyngigg,N,martyngigg,Release 3.0
8838,Right click workspace information for sample material and oriented lattice,open,2013-09-19,2015-06-03,peterfpeterson,N,peterfpeterson,
8837,Show oriented lattice information in workspace tree,closed,2013-09-19,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8836,Add hkl md workspace creation to SCD Event Data Reduction,open,2013-09-19,2015-06-03,peterfpeterson,N,peterfpeterson,
8835,Add documentation to Stitch command for ORNL SANS,closed,2013-09-19,2015-06-03,mdoucet,N,mdoucet,Release 3.0
8834,Add a use existing event workspace only button to SCD Event Data Reduction,closed,2013-09-19,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.0
8833,Make failover log file work on multi-user systems,open,2013-09-19,2015-06-03,stuartcampbell,N,peterfpeterson,
8832,Apply absorption correction to unfocussed vanadium,closed,2013-09-19,2015-06-03,peterfpeterson,N,peterfpeterson,Release 3.2
8831,Add remote job start/end times to UI,closed,2013-09-19,2015-06-03,mdoucet,N,mdoucet,Release 3.0
8830,LoadEventNexus does not load sample information for ISIS data,closed,2013-09-19,2015-06-03,,N,mantid-builder,Release 3.0
8829,Remove IndirectTrans.py from Mantid source.,closed,2013-09-19,2015-06-03,,N,mantid-builder,Release 3.0
8828,Algorithm to determine the Mean,closed,2013-09-19,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8827,Saw Tooth Stitching,closed,2013-09-19,2015-06-03,OwenArnold,N,OwenArnold,Release 3.0
8826,Create IPython package for Ubuntu 12.04,closed,2013-09-18,2015-06-03,martyngigg,N,mantid-builder,Release 3.0
8825,Create RHEL6 RPM for IPython,closed,2013-09-18,2015-06-03,stuartcampbell,N,mantid-builder,Release 3.0
8824,Remove Conditional Build of Remote Job Submission Code,closed,2013-09-18,2015-06-03,rgmiller,N,rgmiller,Release 3.0
